cd_cnpj,(DIVISÃO - 2digitos CNAE),nu_ordem,cd_ramo_atividade,CNAE Total.de_ramo_atividade
76363761000170,76,1,7830200,SELECAO E AGENCIAMENTO DE MAODEOBRA
7637089000140,76,0,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
7637089000140,76,1,4754701,COMERCIO VAREJISTA DE MOVEIS
7637089000140,76,2,4789005,ATIVIDADES PAISAGISTICAS
76385178000160,76,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
7643577000160,76,0,7111100,SERVICOS DE ARQUITETURA
7644337000180,76,0,7729201,ALUGUEL DE APARELHOS DE JOGOS ELETRONICOS
7648079000100,76,0,3839499,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
7648079000100,76,1,4785799,COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS
7649014000180,76,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7649014000180,76,1,9493600,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7649014000180,76,2,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7649207000130,76,0,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
7650858000140,76,0,1091102,FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA
7650858000140,76,1,4721102,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
7657597000190,76,0,4711302,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS"
76614296000100,76,0,4930202,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
7662104000100,76,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
7662104000100,76,1,4782201,COMERCIO VAREJISTA DE CALCADOS
7663583000180,76,0,1091102,FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA
7663697000120,76,0,4679699,COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
7663697000120,76,1,4689399,FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE
7663697000120,76,2,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
7663697000120,76,3,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
7666166000190,76,0,8511200,EDUCACAO INFANTIL  CRECHE
7666166000190,76,1,8512100,EDUCACAO INFANTIL  PREESCOLA
76678069000130,76,0,4623109,COMERCIO ATACADISTA DE ALIMENTOS PARA ANIMAIS
7667809000110,76,0,3312103,ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS
7667809000110,76,1,4645101,"COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO, CIRURGICO, HOSPITALAR E DE LABORATORIOS"
7667809000110,76,2,4646002,COMERCIO ATACADISTA DE EMBALAGENS
7667809000110,76,3,7020400,ADMINISTRACAO DE CAIXAS ESCOLARES
7667809000110,76,4,8630503,ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS
76679745000190,76,0,4723700,COMERCIO VAREJISTA DE BEBIDAS
7669064001010,76,0,5611201,RESTAURANTES E SIMILARES
7669064001010,76,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
7669564000160,76,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA"
7669564000160,76,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
7669629000410,76,0,4759899,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
7669629000410,76,1,9521500,REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO
7669934000160,76,0,4617600,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO"
7673335000110,76,0,8112500,CONDOMINIOS PREDIAIS
7675116000170,76,0,4763605,"COMERCIO VAREJISTA DE EMBARCACOES E OUTROS VEICULOS RECREATIVOS, PECAS E ACESSORIOS"
7677914000130,76,0,4752100,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
7677914000130,76,1,4753900,COMERCIO VAREJISTA DE MOVEIS
7679132000130,76,0,3313999,COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS
7679132000130,76,1,4785799,COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS
7679132000130,76,2,9529199,REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE
7679750000180,76,0,4721103,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
7679750000180,76,1,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES
7680410000170,76,0,1091102,FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA
7680410000170,76,1,4723700,COMERCIO VAREJISTA DE BEBIDAS
7680410000170,76,2,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
7682976000130,76,0,9329899,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7683585000130,76,0,6201501,CONSULTORIA EM TECNOLOGIA DA INFORMACAO
7683585000130,76,1,6204000,CONSULTORIA EM TECNOLOGIA DA INFORMACAO
768481000180,76,0,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
7689147000180,76,0,4729699,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
7689147000180,76,1,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
7689147000180,76,2,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
7689147000180,76,3,4761003,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
7689147000180,76,4,4773300,COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS
7692178000190,76,0,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL"
7692178000190,76,1,4930202,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
7692178000190,76,2,6810201,ALUGUEL DE IMOVEIS PROPRIOS
7692178000190,76,3,6810203,CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS
7692178000190,76,4,6821801,CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS
7692476000180,76,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
7694717000120,76,0,4721104,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES"
7694717000120,76,1,4723700,COMERCIO VAREJISTA DE BEBIDAS
7694717000120,76,2,5611201,RESTAURANTES E SIMILARES
7694717000120,76,3,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
7694739000190,76,0,4330499,OBRAS DE ALVENARIA
7694739000190,76,1,4399103,OBRAS DE ALVENARIA
7695186000190,76,0,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES
7695541000120,76,0,9521500,REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO
7699594000110,76,0,3314709,"MANUTENCAO E REPARACAO DE MAQUINAS DE ESCREVER, CALCULAR E DE OUTROS EQUIPAMENTOS NAOELETRONICOS PARA ESCRITORIO"
7699594000110,76,1,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
7699594000110,76,2,9511800,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
7700473000140,77,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
7701148000100,77,0,6463800,ALUGUEL DE ANDAIMES
7701148000100,77,1,6810202,ALUGUEL DE IMOVEIS PROPRIOS
7701148000100,77,2,7719599,"LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR"
7701148000100,77,3,7732201,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS, EQUIPAMENTOS, EMBARCACOES E AERONAVES"
7701148000100,77,4,7732202,"ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR"
7701842000110,77,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
7701842000110,77,1,9329804,EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS
77042620000380,77,0,5611201,RESTAURANTES E SIMILARES
770482000240,77,0,7711000,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
7705229000170,77,0,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
77063295000170,77,0,4120400,CONSTRUCAO DE EDIFICIOS
77063295000170,77,1,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS
77070639000330,77,0,810001,ATIVIDADES DE APOIO A EXTRACAO DE MINERAIS NAOMETALICOS
77070639000330,77,1,990403,"EXTRACAO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO"
7710146000170,77,0,2539001,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
7710580000150,77,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7710580000150,77,1,9493600,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7710580000150,77,2,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7714326000120,77,0,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS"
7716092000150,77,0,8630504,ATIVIDADE ODONTOLOGICA
7717696000110,77,0,4618499,OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
7717696000110,77,1,4761003,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
7717713000110,77,0,4520001,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
7717713000110,77,1,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
7720137000160,77,0,4789002,COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS
7720282000140,77,0,7112000,SERVICOS DE ENGENHARIA
7721281000110,77,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
7723145000160,77,0,4520007,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
7723145000160,77,1,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
7723145000160,77,2,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
7727509000260,77,0,2832100,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
7727509000260,77,1,2833000,"FABRICACAO DE MAQUINAS E EQUIPAMENTOS PARA A AGRICULTURA E PECUARIA, PECAS E ACESSORIOS, EXCETO PARA IRRIGACAO"
7727509000260,77,2,3321000,ATIVIDADES TECNICAS RELACIONADAS A ENGENHARIA E ARQUITETURA NAO ESPECIFICADAS ANTERIORMENTE
772969000180,77,0,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES
7733362000130,77,0,6311900,"TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET"
7733362000130,77,1,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
77341592000130,77,0,4711301,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS"
7735822000160,77,0,8711502,INSTITUICOES DE LONGA PERMANENCIA PARA IDOSOS
773591000130,77,0,5822101,EDICAO INTEGRADA A IMPRESSAO DE JORNAIS DIARIOS
7736773000180,77,0,3319800,MANUTENCAO E REPARACAO DE EQUIPAMENTOS E PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
7736773000180,77,1,3329599,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
7736773000180,77,2,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
7737669000100,77,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7737669000100,77,1,9493600,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7737669000100,77,2,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7740792000260,77,0,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
7741637000340,77,0,4723700,COMERCIO VAREJISTA DE BEBIDAS
7742768000180,77,0,4511102,"COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS"
7744424000100,77,0,6912500,CARTORIOS
7748966000150,77,0,7420004,FILMAGEM DE FESTAS E EVENTOS
7748966000150,77,1,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS"
7748966000150,77,2,8599604,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL
7752564000120,77,0,3839499,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
7752564000120,77,1,4642701,"COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA"
7752564000120,77,2,4755501,COMERCIO VAREJISTA DE TECIDOS
7752564000120,77,3,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
7752564000120,77,4,4782201,COMERCIO VAREJISTA DE CALCADOS
77547248000100,77,0,6491300,SOCIEDADES DE FOMENTO MERCANTIL  FACTORING
7763885000120,77,0,8513900,ENSINO FUNDAMENTAL
7763885000120,77,1,8520100,ENSINO MEDIO
77649465000100,77,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
77649465000100,77,1,9493600,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
77649465000100,77,2,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
776542000150,77,0,4763604,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO
7767401000110,77,0,3314709,"MANUTENCAO E REPARACAO DE MAQUINAS DE ESCREVER, CALCULAR E DE OUTROS EQUIPAMENTOS NAOELETRONICOS PARA ESCRITORIO"
7767401000110,77,1,9511800,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
77678456000130,77,0,7119701,"SERVICOS DE CARTOGRAFIA, TOPOGRAFIA E GEODESIA"
77687663000150,77,0,3101200,COMERCIO VAREJISTA DE MOVEIS
77687663000150,77,1,4754701,COMERCIO VAREJISTA DE MOVEIS
77687663000150,77,2,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL"
7770331000150,77,0,7312200,"AGENCIAMENTO DE ESPACOS PARA PUBLICIDADE, EXCETO EM VEICULOS DE COMUNICACAO"
7770429000450,77,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7770429000450,77,1,9493600,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7770429000450,77,2,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
777622000120,77,0,1053800,FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS
7779767000100,77,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
7780388000130,77,0,4754702,COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA
7780701000130,77,0,5611201,RESTAURANTES E SIMILARES
7780701000130,77,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
7780815000180,77,0,4541205,COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS
7780815000180,77,1,4763603,"COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS, PECAS E ACESSORIOS"
77832574000150,77,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
77832574000150,77,1,9493600,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
77832574000150,77,2,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7784573000100,77,0,7490104,"ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS"
77845998000150,77,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
7784989000110,77,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
7788560000100,77,0,4642701,"COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA"
7788560000100,77,1,4642702,COMERCIO ATACADISTA DE ROUPAS E ACESSORIOS PARA USO PROFISSIONAL E DE SEGURANCA DO TRABALHO
7788560000100,77,2,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
7788560000100,77,3,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
7789068000140,77,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
7792684000150,77,0,6920601,ATIVIDADES DE CONTABILIDADE
7792684000150,77,1,9001902,"GESTAO DE ESPACOS PARA ARTES CENICAS, ESPETACULOS E OUTRAS ATIVIDADES ARTISTICAS"
7792684000150,77,2,9001906,ATIVIDADES DE SONORIZACAO E DE ILUMINACAO
7792684000150,77,3,9001999,"ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE"
7793444000170,77,0,4222701,"CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO"
7793444000170,77,1,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
779375000100,77,0,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS"
7794822000130,77,0,5510801,HOTEIS
7794822000130,77,1,5510803,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
77949196000270,77,0,4755501,COMERCIO VAREJISTA DE TECIDOS
77967412000120,77,0,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
7799911000170,77,0,6399200,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS"
7799911000170,77,1,7410201,DESIGN
7799911000170,77,2,7490105,"ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE"
7799911000170,77,3,7490199,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE"
7799911000170,77,4,8299799,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE
77999357000150,77,0,8650099,ATIVIDADES DE APOIO A GESTAO DE SAUDE
77999357000150,77,1,8660700,ATIVIDADES DE APOIO A GESTAO DE SAUDE
7806565000100,78,0,8112500,CONDOMINIOS PREDIAIS
78069812000180,78,0,1932200,"FABRICACAO DE BIOCOMBUSTIVEIS, EXCETO ALCOOL"
78069812000180,78,1,2029100,FABRICACAO DE PRODUTOS QUIMICOS ORGANICOS NAO ESPECIFICADOS ANTERIORMENTE
7807560000100,78,0,8291100,ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS
78103876000150,78,0,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
7814407000100,78,0,1412602,"CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS"
7814407000100,78,1,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
7814707000180,78,0,8112500,CONDOMINIOS PREDIAIS
7815956000190,78,0,8112500,CONDOMINIOS PREDIAIS
78167046006470,78,0,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS"
78175270000120,78,0,4754701,COMERCIO VAREJISTA DE MOVEIS
78228640000140,78,0,4120400,CONSTRUCAO DE EDIFICIOS
78228640000140,78,1,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS
7824034000140,78,0,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
7826019000130,78,0,4782202,ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA
7826019000130,78,1,4789009,COMERCIO VAREJISTA DE ARMAS E MUNICOES
7826019000130,78,2,8011101,ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA
7827224000110,78,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
7827224000110,78,1,4761003,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
78273828000100,78,0,1622699,FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO
7827785000110,78,0,5611201,RESTAURANTES E SIMILARES
7834376000140,78,0,1412602,"CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS"
7834376000140,78,1,4724500,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
7834376000140,78,2,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
7834376000140,78,3,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
7834376000140,78,4,4929901,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
7835393000100,78,0,6311900,"TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET"
78357548000180,78,0,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS"
78385317000180,78,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
7838692000190,78,0,4742300,ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE
7838692000190,78,1,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
7838692000190,78,2,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
7838692000190,78,3,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
7838933000100,78,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
7838933000100,78,1,4721102,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
7838933000100,78,2,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES
7838933000100,78,3,4724500,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
7838933000100,78,4,4784900,COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP
7840897000100,78,0,5611201,RESTAURANTES E SIMILARES
7840897000100,78,1,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
7843714000100,78,0,2840200,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
7843714000100,78,1,2930103,"FABRICACAO DE CABINES, CARROCERIAS E REBOQUES PARA OUTROS VEICULOS AUTOMOTORES, EXCETO CAMINHOES E ONIBUS"
7843714000100,78,2,4520001,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
7843714000100,78,3,4520002,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
7843714000100,78,4,4520006,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
78485950000140,78,0,9329899,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
78485950000140,78,1,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
78497054000100,78,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
78497054000100,78,1,9493600,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
78497054000100,78,2,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
7852658000170,78,0,6201501,CONSULTORIA EM TECNOLOGIA DA INFORMACAO
7852658000170,78,1,6204000,CONSULTORIA EM TECNOLOGIA DA INFORMACAO
7852658000170,78,2,6209100,"SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO"
785319000170,78,0,4723700,COMERCIO VAREJISTA DE BEBIDAS
785319000170,78,1,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
785319000170,78,2,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
78552296000140,78,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
7858080000160,78,0,4763604,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO
7858080000160,78,1,4771704,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO
7858080000160,78,2,4782201,COMERCIO VAREJISTA DE CALCADOS
7858080000160,78,3,4789004,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO
7858080000160,78,4,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL"
